group,category,code,long description,short description
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2624,"Addition to lower extremity, pelvic control, hip joint, adjustable flexion, extension, abduction control, each",Hip adj flex ext abduct cont
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2627,"Addition to lower extremity, pelvic control, plastic, molded to patient model, reciprocating hip joint and cables",Plastic mold recipro hip & c
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2628,"Addition to lower extremity, pelvic control, metal frame, reciprocating hip joint and cables",Metal frame recipro hip & ca
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2630,"Addition to lower extremity, pelvic control, band and belt, unilateral",Pelvic control band & belt u
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2640,"Addition to lower extremity, pelvic control, band and belt, bilateral",Pelvic control band & belt b
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2650,"Addition to lower extremity, pelvic and thoracic control, gluteal pad, each",Pelv & thor control gluteal
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2660,"Addition to lower extremity, thoracic control, thoracic band",Thoracic control thoracic ba
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2670,"Addition to lower extremity, thoracic control, paraspinal uprights",Thorac cont paraspinal uprig
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2680,"Addition to lower extremity, thoracic control, lateral support uprights",Thorac cont lat support upri
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2750,"Addition to lower extremity orthosis, plating chrome or nickel, per bar",Plating chrome/nickel pr bar
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2755,"Addition to lower extremity orthosis, high strength, lightweight material, all hybrid lamination/prepreg composite, per segment, for custom fabricated orthosis only",Carbon graphite lamination
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2760,"Addition to lower extremity orthosis, extension, per extension, per bar (for lineal adjustment for growth)",Extension per extension per
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2768,"Orthotic side bar disconnect device, per bar",Ortho sidebar disconnect
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2780,"Addition to lower extremity orthosis, non-corrosive finish, per bar",Non-corrosive finish
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2785,"Addition to lower extremity orthosis, drop lock retainer, each",Drop lock retainer each
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2795,"Addition to lower extremity orthosis, knee control, full kneecap",Knee control full kneecap
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2800,"Addition to lower extremity orthosis, knee control, knee cap, medial or lateral pull, for use with custom fabricated orthosis only",Knee cap medial or lateral p
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2810,"Addition to lower extremity orthosis, knee control, condylar pad",Knee control condylar pad
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2820,"Addition to lower extremity orthosis, soft interface for molded plastic, below knee section",Soft interface below knee se
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2830,"Addition to lower extremity orthosis, soft interface for molded plastic, above knee section",Soft interface above knee se
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2840,"Addition to lower extremity orthosis, tibial length sock, fracture or equal, each",Tibial length sock fx or equ
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2850,"Addition to lower extremity orthosis, femoral length sock, fracture or equal, each",Femoral lgth sock fx or equa
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2861,"Addition to lower extremity joint, knee or ankle, concentric adjustable torsion style mechanism for custom fabricated orthotics only, each",Torsion mechanism knee/ankle
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L2999,"Lower extremity orthoses, not otherwise specified",Lower extremity orthosis nos
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3000,"Foot, insert, removable, molded to patient model, 'ucb' type, berkeley shell, each",Ft insert ucb berkeley shell
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3001,"Foot, insert, removable, molded to patient model, spenco, each",Foot insert remov molded spe
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3002,"Foot, insert, removable, molded to patient model, plastazote or equal, each",Foot insert plastazote or eq
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3003,"Foot, insert, removable, molded to patient model, silicone gel, each",Foot insert silicone gel eac
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3010,"Foot, insert, removable, molded to patient model, longitudinal arch support, each",Foot longitudinal arch suppo
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3020,"Foot, insert, removable, molded to patient model, longitudinal/ metatarsal support, each",Foot longitud/metatarsal sup
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3030,"Foot, insert, removable, formed to patient foot, each",Foot arch support remov prem
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3031,"Foot, insert/plate, removable, addition to lower extremity orthosis, high strength, lightweight material, all hybrid lamination/prepreg composite, each",Foot lamin/prepreg composite
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3040,"Foot, arch support, removable, premolded, longitudinal, each",Ft arch suprt premold longit
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3050,"Foot, arch support, removable, premolded, metatarsal, each",Foot arch supp premold metat
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3060,"Foot, arch support, removable, premolded, longitudinal/ metatarsal, each",Foot arch supp longitud/meta
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3070,"Foot, arch support, non-removable attached to shoe, longitudinal, each",Arch suprt att to sho longit
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3080,"Foot, arch support, non-removable attached to shoe, metatarsal, each",Arch supp att to shoe metata
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3090,"Foot, arch support, non-removable attached to shoe, longitudinal/metatarsal, each",Arch supp att to shoe long/m
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3100,"Hallus-valgus night dynamic splint, prefabricated, off-the-shelf",Hallus-valgus nt dyn pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3140,"Foot, abduction rotation bar, including shoes",Abduction rotation bar shoe
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3150,"Foot, abduction rotation bar, without shoes",Abduct rotation bar w/o shoe
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3160,"Foot, adjustable shoe-styled positioning device",Shoe styled positioning dev
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3161,"Foot, adductus positioning device, adjustable","Foot, adductus position, adj"
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3170,"Foot, plastic, silicone or equal, heel stabilizer, prefabricated, off-the-shelf, each",Foot plas heel stabi pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3201,"Orthopedic shoe, oxford with supinator or pronator, infant",Oxford w supinat/pronat inf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3202,"Orthopedic shoe, oxford with supinator or pronator, child",Oxford w/ supinat/pronator c
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3203,"Orthopedic shoe, oxford with supinator or pronator, junior",Oxford w/ supinator/pronator
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3204,"Orthopedic shoe, hightop with supinator or pronator, infant",Hightop w/ supp/pronator inf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3206,"Orthopedic shoe, hightop with supinator or pronator, child",Hightop w/ supp/pronator chi
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3207,"Orthopedic shoe, hightop with supinator or pronator, junior",Hightop w/ supp/pronator jun
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3208,"Surgical boot, each, infant",Surgical boot each infant
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3209,"Surgical boot, each, child",Surgical boot each child
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3211,"Surgical boot, each, junior",Surgical boot each junior
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3212,"Benesch boot, pair, infant",Benesch boot pair infant
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3213,"Benesch boot, pair, child",Benesch boot pair child
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3214,"Benesch boot, pair, junior",Benesch boot pair junior
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3215,"Orthopedic footwear, ladies shoe, oxford, each",Orthopedic ftwear ladies oxf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3216,"Orthopedic footwear, ladies shoe, depth inlay, each",Orthoped ladies shoes dpth i
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3217,"Orthopedic footwear, ladies shoe, hightop, depth inlay, each",Ladies shoes hightop depth i
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3219,"Orthopedic footwear, mens shoe, oxford, each",Orthopedic mens shoes oxford
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3221,"Orthopedic footwear, mens shoe, depth inlay, each",Orthopedic mens shoes dpth i
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3222,"Orthopedic footwear, mens shoe, hightop, depth inlay, each",Mens shoes hightop depth inl
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3224,"Orthopedic footwear, woman's shoe, oxford, used as an integral part of a brace (orthosis)",Woman's shoe oxford brace
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3225,"Orthopedic footwear, man's shoe, oxford, used as an integral part of a brace (orthosis)",Man's shoe oxford brace
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3230,"Orthopedic footwear, custom shoe, depth inlay, each",Custom shoes depth inlay
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3250,"Orthopedic footwear, custom molded shoe, removable inner mold, prosthetic shoe, each",Custom mold shoe remov prost
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3251,"Foot, shoe molded to patient model, silicone shoe, each",Shoe molded to pt silicone s
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3252,"Foot, shoe molded to patient model, plastazote (or similar), custom fabricated, each",Shoe molded plastazote cust
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3253,"Foot, molded shoe plastazote (or similar) custom fitted, each",Shoe molded plastazote cust
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3254,Non-standard size or width,Orth foot non-stndard size/w
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3255,Non-standard size or length,Orth foot non-standard size/
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3257,"Orthopedic footwear, additional charge for split size",Orth foot add charge split s
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3260,"Surgical boot/shoe, each",Ambulatory surgical boot eac
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3265,"Plastazote sandal, each",Plastazote sandal each
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3300,"Lift, elevation, heel, tapered to metatarsals, per inch",Sho lift taper to metatarsal
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3310,"Lift, elevation, heel and sole, neoprene, per inch",Shoe lift elev heel/sole neo
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3320,"Lift, elevation, heel and sole, cork, per inch",Shoe lift elev heel/sole cor
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3330,"Lift, elevation, metal extension (skate)",Lifts elevation metal extens
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3332,"Lift, elevation, inside shoe, tapered, up to one-half inch",Shoe lifts tapered to one-ha
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3334,"Lift, elevation, heel, per inch",Shoe lifts elevation heel /i
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3340,"Heel wedge, sach",Shoe wedge sach
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3350,Heel wedge,Shoe heel wedge
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3360,"Sole wedge, outside sole",Shoe sole wedge outside sole
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3370,"Sole wedge, between sole",Shoe sole wedge between sole
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3380,Clubfoot wedge,Shoe clubfoot wedge
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3390,Outflare wedge,Shoe outflare wedge
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3400,"Metatarsal bar wedge, rocker",Shoe metatarsal bar wedge ro
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3410,"Metatarsal bar wedge, between sole",Shoe metatarsal bar between
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3420,"Full sole and heel wedge, between sole",Full sole/heel wedge btween
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3430,"Heel, counter, plastic reinforced",Sho heel count plast reinfor
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3440,"Heel, counter, leather reinforced",Heel leather reinforced
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3450,"Heel, sach cushion type",Shoe heel sach cushion type
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3455,"Heel, new leather, standard",Shoe heel new leather standa
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3460,"Heel, new rubber, standard",Shoe heel new rubber standar
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3465,"Heel, thomas with wedge",Shoe heel thomas with wedge
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3470,"Heel, thomas extended to ball",Shoe heel thomas extend to b
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3480,"Heel, pad and depression for spur",Shoe heel pad & depress for
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3485,"Heel, pad, removable for spur",Shoe heel pad removable for
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3500,"Orthopedic shoe addition, insole, leather",Ortho shoe add leather insol
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3510,"Orthopedic shoe addition, insole, rubber",Orthopedic shoe add rub insl
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3520,"Orthopedic shoe addition, insole, felt covered with leather",O shoe add felt w leath insl
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3530,"Orthopedic shoe addition, sole, half",Ortho shoe add half sole
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3540,"Orthopedic shoe addition, sole, full",Ortho shoe add full sole
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3550,"Orthopedic shoe addition, toe tap standard",O shoe add standard toe tap
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3560,"Orthopedic shoe addition, toe tap, horseshoe",O shoe add horseshoe toe tap
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3570,"Orthopedic shoe addition, special extension to instep (leather with eyelets)",O shoe add instep extension
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3580,"Orthopedic shoe addition, convert instep to velcro closure",O shoe add instep velcro clo
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3590,"Orthopedic shoe addition, convert firm shoe counter to soft counter",O shoe convert to sof counte
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3595,"Orthopedic shoe addition, march bar",Ortho shoe add march bar
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3600,"Transfer of an orthosis from one shoe to another, caliper plate, existing",Trans shoe calip plate exist
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3610,"Transfer of an orthosis from one shoe to another, caliper plate, new",Trans shoe caliper plate new
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3620,"Transfer of an orthosis from one shoe to another, solid stirrup, existing",Trans shoe solid stirrup exi
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3630,"Transfer of an orthosis from one shoe to another, solid stirrup, new",Trans shoe solid stirrup new
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3640,"Transfer of an orthosis from one shoe to another, dennis browne splint (riveton), both shoes",Shoe dennis browne splint bo
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3649,"Orthopedic shoe, modification, addition or transfer, not otherwise specified",Orthopedic shoe modifica nos
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3650,"Shoulder orthosis, figure of eight design abduction restrainer, prefabricated, off-the-shelf",So 8 abd restraint pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3660,"Shoulder orthosis, figure of eight design abduction restrainer, canvas and webbing, prefabricated, off-the-shelf",So 8 ab rstr can/web pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3670,"Shoulder orthosis, acromio/clavicular (canvas and webbing type), prefabricated, off-the-shelf",So acro/clav can web pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3671,"Shoulder orthosis, shoulder joint design, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",So cap design w/o jnts cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3674,"Shoulder orthosis, abduction positioning (airplane design), thoracic component and support bar, with or without nontorsion joint/turnbuckle, may include soft interface, straps, custom fabricated, includes fitting and adjustment",So airplane w/wo joint cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3675,"Shoulder orthosis, vest type abduction restrainer, canvas webbing type or equal, prefabricated, off-the-shelf",So vest canvas/web pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3677,"Shoulder orthosis, shoulder joint design, without joints, may include soft interface, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",So hard plas stabili pre cst
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3678,"Shoulder orthosis, shoulder joint design, without joints, may include soft interface, straps, prefabricated, off-the-shelf",So hard plas stabili pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3702,"Elbow orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Eo w/o joints cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3710,"Elbow orthosis, elastic with metal joints, prefabricated, off-the-shelf",Eo elas w/metal jnts pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3720,"Elbow orthosis, double upright with forearm/arm cuffs, free motion, custom fabricated",Forearm/arm cuffs free motio
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3730,"Elbow orthosis, double upright with forearm/arm cuffs, extension/ flexion assist, custom fabricated",Forearm/arm cuffs ext/flex a
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3740,"Elbow orthosis, double upright with forearm/arm cuffs, adjustable position lock with active control, custom fabricated",Cuffs adj lock w/ active con
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3760,"Elbow orthosis (eo), with adjustable position locking joint(s), prefabricated, item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific  patient by an individual with expertise",Eo adj jt prefab custom fit
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3761,"Elbow orthosis (eo), with adjustable position locking joint(s), prefabricated, off-the-shelf","Eo, adj lock joint prefab ot"
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3762,"Elbow orthosis, rigid, without joints, includes soft interface material, prefabricated, off-the-shelf",Eo rigid w/o joints pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3763,"Elbow wrist hand orthosis, rigid, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Ewho rigid w/o jnts cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3764,"Elbow wrist hand orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Ewho w/joint(s) cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3765,"Elbow wrist hand finger orthosis, rigid, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Ewhfo rigid w/o jnts cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3766,"Elbow wrist hand finger orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Ewhfo w/joint(s) cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3806,"Wrist hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, custom fabricated, includes fitting and adjustment",Whfo w/joint(s) custom fab
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3807,"Wrist hand finger orthosis, without joint(s), prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",Whfo w/o joints pre cst
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3808,"Wrist hand finger orthosis, rigid without joints, may include soft interface material; straps, custom fabricated, includes fitting and adjustment","Whfo, rigid w/o joints"
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3809,"Wrist hand finger orthosis, without joint(s), prefabricated, off-the-shelf, any type",Whfo w/o joints pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3891,"Addition to upper extremity joint, wrist or elbow, concentric adjustable torsion style mechanism for custom fabricated orthotics only, each",Torsion mechanism wrist/elbo
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3900,"Wrist hand finger orthosis, dynamic flexor hinge, reciprocal wrist extension/ flexion, finger flexion/extension, wrist or finger driven, custom fabricated",Hinge extension/flex wrist/f
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3901,"Wrist hand finger orthosis, dynamic flexor hinge, reciprocal wrist extension/ flexion, finger flexion/extension, cable driven, custom fabricated",Hinge ext/flex wrist finger
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3904,"Wrist hand finger orthosis, external powered, electric, custom fabricated",Whfo electric custom fitted
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3905,"Wrist hand orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Who w/nontorsion jnt(s) cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3906,"Wrist hand orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Who w/o joints cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3908,"Wrist hand orthosis, wrist extension control cock-up, non molded, prefabricated, off-the-shelf",Who cock-up nonmolde pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3912,"Hand finger orthosis (hfo), flexion glove with elastic finger control, prefabricated, off-the-shelf",Hfo flexion glove pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3913,"Hand finger orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Hfo w/o joints cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3915,"Wrist hand orthosis, includes one or more nontorsion joint(s), elastic bands, turnbuckles, may include soft interface, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",Who nontorsion jnts pre cst
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3916,"Wrist hand orthosis, includes one or more nontorsion joint(s), elastic bands, turnbuckles, may include soft interface, straps, prefabricated, off-the-shelf",Who nontorsion jnts pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3917,"Hand orthosis, metacarpal fracture orthosis, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",Metacarp fx orthosis pre cst
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3918,"Hand orthosis, metacarpal fracture orthosis, prefabricated, off-the-shelf",Metacarp fx orthosis pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3919,"Hand orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Ho w/o joints cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3921,"Hand finger orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Hfo w/joint(s) cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3923,"Hand finger orthosis, without joints, may include soft interface, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",Hfo without joints pre cst
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3924,"Hand finger orthosis, without joints, may include soft interface, straps, prefabricated, off-the-shelf",Hfo without joints pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3925,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip), non torsion joint/spring, extension/flexion, may include soft interface material, prefabricated, off-the-shelf",Fo pip dip jnt/sprng pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3927,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip), without joint/spring, extension/flexion (e.g., static or ring type), may include soft interface material, prefabricated, off-the-shelf",Fo pip dip no jt spr pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3929,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",Hfo nontorsion jnts pre cst
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3930,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated, off-the-shelf",Hfo nontorsion jnts pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3931,"Wrist hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated, includes fitting and adjustment",Whfo nontorsion joint prefab
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3933,"Finger orthosis, without joints, may include soft interface, custom fabricated, includes fitting and adjustment",Fo w/o joints cf
